1570731778913691870	,2026031310002001870582780282	,202603130125100000008700112239078	,	,2026-03-13 11:10:41,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.52,921.12,支付宝,其它,1688增值服务-先采后付服务费:5092218146418014046-抖音同款会唱歌跳舞摇摆卡通小蜜蜂电动	
1570731793036991870	,BO2026031343089468870205	,HJCAEB==500000067800015031==6347777044560176	,	,2026-03-13 11:10:42,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.58,920.54,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:5092218146418014046:5092218146418014046)扣款）	
1570731795734491870	,2026031310002001870582605716	,202603130125100000008700112162181	,	,2026-03-13 11:10:44,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.55,919.99,支付宝,其它,1688增值服务-先采后付服务费:3270691453059217068-跨境新品 高尔夫球杆迷你套装亲子户外休	
1570731725591791870	,2026031310002001870582616931	,202603130125100000008700112135998	,	,2026-03-13 11:10:51,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-1.69,918.30,支付宝,其它,1688增值服务-先采后付服务费:3270705925067117887-欢乐彩蛋装饰套装复活节DIY彩绘蛋绘画游	
1570731767341991870	,BO2026031343268687870205	,HJCAEB==500000067800015031==6347768755550176	,	,2026-03-13 11:10:52,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-1.94,916.36,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3270705925067117887:3270705925067117887)扣款）	
1570738730405147671	,2026031323001847671440678942	,T50060NP5100635520443962322	,现货 跨境新款儿童沙滩游泳池戏水游水娃娃 夏日互动电动娃娃水上	,2026-03-13 11:11:17,**群(152******33)	,22.52,0.00,938.88,支付宝,其它,现货 跨境新款儿童沙滩游泳池戏水游水娃娃 夏日互动电动娃娃水上	
1570731738469091870	,2026031310002001870582696859	,202603130125100000008700112233759	,	,2026-03-13 11:11:01,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-1.08,937.80,支付宝,其它,1688增值买家保障服务费-3271476758211677953（单笔主订单各SKU子单的总费用）	
1570731795039291870	,2026031310002001870582570925	,FI960100FDO012626031302402649021	,	,2026-03-13 11:11:19,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.04,937.76,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100635520443962322)	
1570731757388991870	,BO2026031343278471870205	,HJCAEB==500000067800015031==6347778640390176	,	,2026-03-13 11:26:31,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.16,937.60,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3270905619128957282:3270905619135957282)扣款）	
1570731766040491870	,BO2026031343335777870205	,HJCAEB==500000067800015031==6347785033060176	,	,2026-03-13 11:26:47,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.09,937.51,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3270905619128957282:3270905619134957282)扣款）	
1570731724764791870	,BO2026031343197399870205	,HJCAEB==500000067800015031==6347779439460176	,	,2026-03-13 11:26:57,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.53,936.98,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3270691453059217068:3270691453059217068)扣款）	
1570736913191407651	,2026031323001807651411167377	,T50060NP3290348785017039570	,跨境冰淇淋叠叠乐过家家玩具手眼协调亲子互动桌面游戏早教益智类	,2026-03-13 11:27:51,**敏(133******14)	,186.00,0.00,1122.98,支付宝,其它,跨境冰淇淋叠叠乐过家家玩具手眼协调亲子互动桌面游戏早教益智类	
1570731727953391870	,BO2026031343287142870205	,HJCAEB==500000067800015031==6347731399890176	,	,2026-03-13 11:27:02,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.06,1122.92,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3270905619128957282:3270905619136957282)扣款）	
1570731739739391870	,2026031310002001870582570957	,FI960100FDO001926031302392211761	,	,2026-03-13 11:27:53,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.33,1122.59,支付宝,其它,1688增值服务-1688-极速周转-服务费(3290348785017039570)	
1570784072589509501	,2026031323001809501411912240	,T50060NP3290394973864645558	,可咬兔子手摇铃玩具新生儿抓握训练宝宝益智0-1-2岁3婴儿6-12个月	,2026-03-13 11:32:12,**涛(190******30)	,14.00,0.00,1136.59,支付宝,其它,可咬兔子手摇铃玩具新生儿抓握训练宝宝益智0-1-2岁3婴儿6-12个月	
1570731793042591870	,2026031310002001870582631278	,FI960100FDO010926031302402669259	,	,2026-03-13 11:32:14,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.03,1136.56,支付宝,其它,1688增值服务-1688-极速周转-服务费(3290394973864645558)	
1570731732554691870	,BO2026031343274190870205	,HJCAEB==500000067800015031==6347809001670176	,	,2026-03-13 11:33:14,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-1.20,1135.36,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3271637064588927488:3271637064588927488)扣款）	
1570771268950106241	,2026031323001806241414772180	,T50060NP3198256500164907071	,儿童惯性动力气球车滑翔按压空气动力气球车益智幼儿趣味小汽车	,2026-03-13 11:34:58,深圳市易佰网络科技有限公司(szyibaiwangluo@163.com)	,1100.00,0.00,2235.36,支付宝,其它,儿童惯性动力气球车滑翔按压空气动力气球车益智幼儿趣味小汽车	
1570731733617991870	,BO2026031343272677870205	,HJCAEB==500000067800015031==6347820596450176	,	,2026-03-13 11:35:01,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.47,2234.89,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3198256500164907071:3198256500165907071)扣款）	
1570731697629891870	,BO2026031343175505870205	,HJCAEB==500000067800015031==6347883119580176	,	,2026-03-13 11:35:01,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.07,2234.82,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3198256500164907071:3198256500167907071)扣款）	
1570731749455491870	,BO2026031343347458870205	,HJCAEB==500000067800015031==6347899000900176	,	,2026-03-13 11:35:01,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-3.45,2231.37,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3198256500164907071:3198256500166907071)扣款）	
1570731769200691870	,BO2026031343285752870205	,HJCAEB==500000067800015031==6347871434240176	,	,2026-03-13 11:35:01,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.61,2230.76,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3198256500164907071:3198256500168907071)扣款）	
1570731793043591870	,BO2026031343157806870205	,HJCAEB==500000067800015031==6347850459250176	,	,2026-03-13 11:35:01,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.19,2230.57,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3198256500164907071:3198256500169907071)扣款）	
1570731770881891870	,BO2026031343249386870205	,HJCAEB==500000067800015031==6347876028520176	,	,2026-03-13 11:35:02,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.10,2230.47,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3198256500164907071:3198256500170907071)扣款）	
1570731775728591870	,BO2026031343335852870205	,HJCAEB==500000067800015031==6347879623180176	,	,2026-03-13 11:35:02,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.14,2230.33,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3198256500164907071:3198256500172907071)扣款）	
1570731936785691870	,BO2026031343293709870205	,HJCAEB==500000067800015031==6347848161370176	,	,2026-03-13 11:35:02,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-1.56,2228.77,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3198256500164907071:3198256500171907071)扣款）	
1570789156980525221	,2026031323001825221416263093	,T50060NP3289956566342046291	,抖音同款会唱歌跳舞摇摆卡通小蜜蜂电动灯光音乐地摊热卖批发玩具	,2026-03-13 11:37:30,**萍(139******66)	,172.50,0.00,2401.27,支付宝,其它,抖音同款会唱歌跳舞摇摆卡通小蜜蜂电动灯光音乐地摊热卖批发玩具	
1570731792219891870	,2026031310002001870582754773	,FI960100FDO008226031302392247375	,	,2026-03-13 11:37:32,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.31,2400.96,支付宝,其它,1688增值服务-1688-极速周转-服务费(3289956566342046291)	
1570728130298898941	,2026031322001898941445161260	,T50060NP3289960706440998897	,亚马逊夏季游泳池潜水鱼骨鱼雷戏水玩具套装自定义搭配潜水玩具	,2026-03-13 11:58:00,*毛(lcq***@163.com)	,8.30,0.00,2409.26,支付宝,其它,亚马逊夏季游泳池潜水鱼骨鱼雷戏水玩具套装自定义搭配潜水玩具	
1570731773994091870	,2026031310002001870582792208	,FI960100FDO004526031302402412696	,	,2026-03-13 11:58:02,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.01,2409.25,支付宝,其它,1688增值服务-1688-极速周转-服务费(3289960706440998897)	
1571134997106500541	,2026031310002001540548545268	,02960100030062426031300881233603	,	,2026-03-13 13:33:09,****y	,15.23,0.00,2424.48,支付宝,其它,1688增值服务-先采后付保理贴现:5100421610746172133	
1571126273735100201	,2026031310002001200579589109	,02960100030062426031300881229687	,	,2026-03-13 13:33:11,****y	,11.43,0.00,2435.91,支付宝,其它,1688增值服务-先采后付保理贴现:3289921142995409485	
1570731796321691870	,2026031310002001870582615568	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881233603	,	,2026-03-13 13:33:11,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.09,2435.82,支付宝,其它,1688增值服务-先采后付提前回款费用-5100421610746172133	
1570731739175591870	,2026031310002001870582731561	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881229687	,	,2026-03-13 13:33:12,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.07,2435.75,支付宝,其它,1688增值服务-先采后付提前回款费用-3289921142995409485	
1571260047632800361	,2026031310002001360568234062	,02960100030062426031300881239557	,	,2026-03-13 13:35:24,****y	,14.00,0.00,2449.75,支付宝,其它,1688增值服务-先采后付保理贴现:3290289385784149352	
1570731751725391870	,2026031310002001870582755946	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881239557	,	,2026-03-13 13:35:26,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.08,2449.67,支付宝,其它,1688增值服务-先采后付提前回款费用-3290289385784149352	
1570731756678191870	,2026031310002001870582884267	,202603130125100000008700112437216	,	,2026-03-13 13:42:33,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-8.03,2441.64,支付宝,其它,1688增值服务-先采后付服务费:5063615175721978526-跨境儿童记忆游戏机 益智玩具 创意互动游	
1570731739177491870	,2026031310002001870582752332	,202603130125100000008700112505495	,	,2026-03-13 13:42:56,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-9.63,2432.01,支付宝,其它,1688增值买家保障服务费-5063615175721978526（单笔主订单各SKU子单的总费用）	
1570743648845826881	,2026031323001826881440013313	,T50060NP5100222315482506608	,亚马逊夏季游泳池潜水鱼骨鱼雷戏水玩具套装自定义搭配潜水玩具	,2026-03-13 13:49:17,**红(177***@163.com)	,451.54,0.00,2883.55,支付宝,其它,亚马逊夏季游泳池潜水鱼骨鱼雷戏水玩具套装自定义搭配潜水玩具	
1570731795076891870	,2026031310002001870582699057	,FI960100FDO006826031302402556996	,	,2026-03-13 13:49:19,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.81,2882.74,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100222315482506608)	
1570784230070595381	,2026031322001895381412095679	,T50060NP5100707484896513612	,跨境儿童投影仪故事机早教认知睡前故事照明图案投影手电筒玩具	,2026-03-13 14:16:53,**红(zha***@gmail.com)	,12.73,0.00,2895.47,支付宝,其它,跨境儿童投影仪故事机早教认知睡前故事照明图案投影手电筒玩具	
1570731933971691870	,2026031310002001870582747152	,FI960100FDO008226031302402620099	,	,2026-03-13 14:16:55,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.02,2895.45,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100707484896513612)	
1570745349636145641	,2026031323001845641434409356	,T50060NP3290020394172350455	,桌游冰壶球体育室内休闲亲子互动对战保龄球足球儿童桌面游戏玩具	,2026-03-13 14:25:19,*荣(339***@qq.com)	,17.50,0.00,2912.95,支付宝,其它,桌游冰壶球体育室内休闲亲子互动对战保龄球足球儿童桌面游戏玩具	
1570731739185991870	,2026031310002001870582874590	,FI960100FDO006526031302402624392	,	,2026-03-13 14:25:21,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.03,2912.92,支付宝,其它,1688增值服务-1688-极速周转-服务费(3290020394172350455)	
1570731731075191870	,2026031310002001870582653250	,202603130125100000008700112388620	,	,2026-03-13 14:28:28,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-7.75,2905.17,支付宝,其它,1688增值服务-先采后付服务费:5088714120154081222-新品儿童大号惯性回力越野车男孩抗摔耐	
1570731933973391870	,2026031310002001870582750470	,202603130125100000008700112534305	,	,2026-03-13 14:28:43,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-8.82,2896.35,支付宝,其它,1688增值买家保障服务费-5088714120154081222（单笔主订单各SKU子单的总费用）	
1570770240272228591	,2026031323001828591447235633	,T50060NP3290569968383622476	,跨境儿童记忆游戏机 益智玩具 创意互动游戏闪光记忆训练游戏机	,2026-03-13 14:42:25,**龙(186******07)	,11.00,0.00,2907.35,支付宝,其它,跨境儿童记忆游戏机 益智玩具 创意互动游戏闪光记忆训练游戏机	
1570731764017891870	,2026031310002001870582885371	,FI960100FDO007626031302392515723	,	,2026-03-13 14:42:27,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.02,2907.33,支付宝,其它,1688增值服务-1688-极速周转-服务费(3290569968383622476)	
1570793721802049341	,2026031323001849341402106393	,T50060NP5100519422177030845	,跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	,2026-03-13 14:51:06,**君(172******47)	,379.50,0.00,3286.83,支付宝,其它,跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	
1570731767397291870	,2026031310002001870582813544	,FI960100FDO007026031302402668674	,	,2026-03-13 14:51:08,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.68,3286.15,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100519422177030845)	
1570785680993315001	,2026031323001815001444163888	,T50060NP5100514130055384132	,跨境儿童投影仪故事机早教认知睡前故事照明图案投影手电筒玩具	,2026-03-13 14:59:16,**硕(773***@qq.com)	,10.73,0.00,3296.88,支付宝,其它,跨境儿童投影仪故事机早教认知睡前故事照明图案投影手电筒玩具	
1570731783665391870	,2026031310002001870582780666	,FI960100FDO010426031302399342426	,	,2026-03-13 14:59:18,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.02,3296.86,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100514130055384132)	
1570733328539572751	,2026031322001872751409203776	,T50060NP5100522230933007503	,儿童存钱罐 机械密码迷你保险箱硬币储钱储蓄罐玩具创意礼品跨境	,2026-03-13 15:10:38,**林(181******77)	,94.68,0.00,3391.54,支付宝,其它,儿童存钱罐 机械密码迷你保险箱硬币储钱储蓄罐玩具创意礼品跨境	
1570731753371491870	,2026031310002001870582689061	,FI960100FDO001526031302402704662	,	,2026-03-13 15:10:40,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.17,3391.37,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100522230933007503)	
1570776970837816071	,2026031323001816071428927799	,T50060NP5100859441049426238	,欢乐彩蛋装饰套装复活节DIY彩绘蛋绘画游戏绘画板戏水龟	,2026-03-13 15:16:35,**生(00***@920n.win)	,33.50,0.00,3424.87,支付宝,其它,欢乐彩蛋装饰套装复活节DIY彩绘蛋绘画游戏绘画板戏水龟	
1570731797217891870	,2026031310002001870582758463	,FI960100FDO004926031302399386244	,	,2026-03-13 15:16:36,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.06,3424.81,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100859441049426238)	
1571099310164000791	,2026031310002001790582100807	,02960100030062426031300881473191	,	,2026-03-13 15:43:00,****y	,27.42,0.00,3452.23,支付宝,其它,1688增值服务-先采后付保理贴现:3289975539276211674	
1571104639125200231	,2026031310002001230527598412	,02960100030062426031300881450957	,	,2026-03-13 15:43:11,****y	,22.10,0.00,3474.33,支付宝,其它,1688增值服务-先采后付保理贴现:5100718249720296107	
1571118319852300071	,2026031310002001070562077424	,02960100030062426031300881472279	,	,2026-03-13 15:43:48,****y	,312.50,0.00,3786.83,支付宝,其它,1688增值服务-先采后付保理贴现:5100757525163471511	
1571113890767900151	,2026031310002001150544443635	,02960100030062426031300881470357	,	,2026-03-13 15:43:49,****y	,147.50,0.00,3934.33,支付宝,其它,1688增值服务-先采后付保理贴现:3290464813068576968	
1570731708490991870	,2026031310002001870582927769	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881473191	,	,2026-03-13 15:43:02,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.16,3934.17,支付宝,其它,1688增值服务-先采后付提前回款费用-3289975539276211674	
1570731728006491870	,2026031310002001870582823216	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881450957	,	,2026-03-13 15:43:13,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.13,3934.04,支付宝,其它,1688增值服务-先采后付提前回款费用-5100718249720296107	
1570731791310891870	,2026031310002001870582886971	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881472279	,	,2026-03-13 15:43:50,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-1.81,3932.23,支付宝,其它,1688增值服务-先采后付提前回款费用-5100757525163471511	
1570731750918591870	,2026031310002001870582693364	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881470357	,	,2026-03-13 15:43:50,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.86,3931.37,支付宝,其它,1688增值服务-先采后付提前回款费用-3290464813068576968	
1571100428652500631	,2026031310002001630531942160	,02960100030062426031300881481045	,	,2026-03-13 15:44:11,****y	,241.80,0.00,4173.17,支付宝,其它,1688增值服务-先采后付保理贴现:3289959986504861461	
1571175880326100131	,2026031310002001130597749057	,02960100030062426031300881459715	,	,2026-03-13 15:44:21,****y	,18.40,0.00,4191.57,支付宝,其它,1688增值服务-先采后付保理贴现:5100811885603005036	
1570731720250191870	,2026031310002001870582684880	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881481045	,	,2026-03-13 15:44:12,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-1.40,4190.17,支付宝,其它,1688增值服务-先采后付提前回款费用-3289959986504861461	
1570731726148591870	,2026031310002001870582803848	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881459715	,	,2026-03-13 15:44:23,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.11,4190.06,支付宝,其它,1688增值服务-先采后付提前回款费用-5100811885603005036	
1570736918735560671	,2026031322001860671456256660	,T50060NP5100505742006888245	,现货 跨境新款儿童沙滩游泳池戏水游水娃娃 夏日互动电动娃娃水上	,2026-03-13 16:24:05,**民(zhe***@tom.com)	,38.23,0.00,4228.29,支付宝,其它,现货 跨境新款儿童沙滩游泳池戏水游水娃娃 夏日互动电动娃娃水上	
1570731728014991870	,2026031310002001870582828187	,FI960100FDO012126031302402848276	,	,2026-03-13 16:24:06,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.07,4228.22,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100505742006888245)	
1570788759803867441	,2026031322001867441409049104	,T50060NP3224793577635254867	,跨境儿童投影仪故事机早教认知睡前故事照明图案投影手电筒玩具	,2026-03-13 16:34:05,深圳市腾谊云仓科技有限公司(tengyiyc2023@163.com)	,28.58,0.00,4256.80,支付宝,其它,跨境儿童投影仪故事机早教认知睡前故事照明图案投影手电筒玩具	
1570731742967891870	,BO2026031343833998870205	,HJCAEB==500000067800015031==6348812150460176	,	,2026-03-13 16:34:08,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.03,4256.77,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3224793577635254867:3224793577636254867)扣款）	
1570731797926291870	,BO2026031343803562870205	,HJCAEB==500000067800015031==6348794761400176	,	,2026-03-13 16:34:08,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.10,4256.67,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3224793577635254867:3224793577637254867)扣款）	
1571087615037300921	,2026031310002001920592216898	,02960100030062426031300881572363	,	,2026-03-13 16:39:32,****y	,1132.00,0.00,5388.67,支付宝,其它,1688增值服务-先采后付保理贴现:3290575872591673160	
1570731756717191870	,2026031310002001870582699358	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881572363	,	,2026-03-13 16:39:34,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-6.57,5382.10,支付宝,其它,1688增值服务-先采后付提前回款费用-3290575872591673160	
1570731958965191870	,2026031310002001870582778878	,202603130125100000008700113282713	,	,2026-03-13 16:44:18,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-2.59,5379.51,支付宝,其它,1688增值买家保障服务费-3271320159954192794（单笔主订单各SKU子单的总费用）	
1570743762062526881	,2026031323001826881440235852	,T50060NP5100836221979506608	,亚马逊夏季游泳池潜水鱼骨鱼雷戏水玩具套装自定义搭配潜水玩具	,2026-03-13 16:50:47,**红(177***@163.com)	,102.25,0.00,5481.76,支付宝,其它,亚马逊夏季游泳池潜水鱼骨鱼雷戏水玩具套装自定义搭配潜水玩具	
1570731748036291870	,2026031310002001870582784703	,FI960100FDO006826031302402896022	,	,2026-03-13 16:50:49,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.18,5481.58,支付宝,其它,1688增值服务-1688-极速周转-服务费(5100836221979506608)	
1571229176803800121	,2026031310002001120539198278	,02960100030062426031300881624277	,	,2026-03-13 17:09:08,****y	,37.00,0.00,5518.58,支付宝,其它,1688增值服务-先采后付保理贴现:5100880429798535411	
1571121253441500561	,2026031310002001560506968512	,02960100030062426031300881609777	,	,2026-03-13 17:09:08,****y	,16.00,0.00,5534.58,支付宝,其它,1688增值服务-先采后付保理贴现:3290492317583047976	
1570725991182748901	,2026031323001848901451910661	,T50060NP3289973127543268586	,儿童新款仿真尤克里里 仿真吉他可弹奏启蒙益智乐器早教音乐玩具	,2026-03-13 17:09:51,**庚(132******86)	,9.00,0.00,5543.58,支付宝,其它,儿童新款仿真尤克里里 仿真吉他可弹奏启蒙益智乐器早教音乐玩具	
1571165526798100851	,2026031310002001850534643336	,02960100030062426031300881614663	,	,2026-03-13 17:09:57,****y	,37.00,0.00,5580.58,支付宝,其它,1688增值服务-先采后付保理贴现:5100834673316014046	
1571104712684000231	,2026031310002001230527555490	,02960100030062426031300881627139	,	,2026-03-13 17:09:58,****y	,28.90,0.00,5609.48,支付宝,其它,1688增值服务-先采后付保理贴现:3290600748578499791	
1570731995302591870	,2026031310002001870582770252	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881624277	,	,2026-03-13 17:09:09,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.21,5609.27,支付宝,其它,1688增值服务-先采后付提前回款费用-5100880429798535411	
1570731789011691870	,2026031310002001870582741586	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881609777	,	,2026-03-13 17:09:10,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.09,5609.18,支付宝,其它,1688增值服务-先采后付提前回款费用-3290492317583047976	
1570731977011891870	,2026031310002001870582913049	,FI960100FDO005526031302402888786	,	,2026-03-13 17:09:53,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.02,5609.16,支付宝,其它,1688增值服务-1688-极速周转-服务费(3289973127543268586)	
1570731989791791870	,2026031310002001870582774515	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881627139	,	,2026-03-13 17:09:59,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.17,5608.99,支付宝,其它,1688增值服务-先采后付提前回款费用-3290600748578499791	
1570731978187291870	,2026031310002001870582745882	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881614663	,	,2026-03-13 17:09:59,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.21,5608.78,支付宝,其它,1688增值服务-先采后付提前回款费用-5100834673316014046	
1571149245639300171	,2026031310002001170559119904	,02960100030062426031300881632125	,	,2026-03-13 17:10:05,****y	,128.50,0.00,5737.28,支付宝,其它,1688增值服务-先采后付保理贴现:5100833521842618248	
1571097400146200651	,2026031310002001650554274655	,02960100030062426031300881615599	,	,2026-03-13 17:10:29,****y	,355.90,0.00,6093.18,支付宝,其它,1688增值服务-先采后付保理贴现:5100439862505272918	
1570731969162291870	,2026031310002001870582771431	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881632125	,	,2026-03-13 17:10:06,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.75,6092.43,支付宝,其它,1688增值服务-先采后付提前回款费用-5100833521842618248	
1570731797933691870	,2026031310002001870582712941	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426031300881615599	,	,2026-03-13 17:10:31,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-2.06,6090.37,支付宝,其它,1688增值服务-先采后付提前回款费用-5100439862505272918	
1570776237088484451	,2026031322001884451444792747	,T50060NP3290011755549887151	,戏水洗澡儿童玩具螃蟹泡泡机浴室沐浴电动音乐泡泡螃蟹厂家	,2026-03-13 17:19:18,*荔(hdz***@126.com)	,352.00,0.00,6442.37,支付宝,其它,戏水洗澡儿童玩具螃蟹泡泡机浴室沐浴电动音乐泡泡螃蟹厂家	
1570731780882391870	,2026031310002001870582759829	,FI960100FDO003726031302403177454	,	,2026-03-13 17:19:20,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.63,6441.74,支付宝,其它,1688增值服务-1688-极速周转-服务费(3290011755549887151)	
