1570738168517507650	,2026021423001107651427785851	,T200P5071725396500649234	,猜猜我是谁逻辑推理儿童益智桌面游戏亲子互动猜人物棋牌网红玩具	,2026-03-17 16:23:02	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.35	,51.38	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5071725396500649234)扣款	
1570862667321117520	,20260317102551010717520016995200	,26031770104874710694	,	,2026-03-17 17:37:56	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,50.78	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502163351020013828	
1570862859144117520	,20260318019130101000520037128624	,20260318009130501000520092509293	,	,2026-03-18 11:22:33	,****y	,0.00	,-50.78	,0.00	,支付宝	,转账	,余额自动转入	
1570786723900970221	,2026030722001170221445755653	,T200P4502120652016012739	,惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 等多件	,2026-03-18 11:42:24	,**稳(991***@qq.com)	,4.90	,0.00	,4.90	,支付宝	,交易付款	,惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车	
1570786702429170221	,2026030722001170221445755653	,T200P4502120652016012739	,惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 等多件	,2026-03-18 11:42:30	,**稳(991***@qq.com)	,9.80	,0.00	,14.70	,支付宝	,交易付款	,惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车	
1570786775786670220	,2026030722001170221445755653	,T200P4502120652016012739	,惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 等多件	,2026-03-18 11:48:35	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.06	,14.64	,支付宝	,交易分账	,基础软件服务费(4502120652016012739)扣款	
1570786740481970220	,2026030722001170221445755653	,T200P4502120652016012739	,惯性撞击弹射飞机发射坦克滑行玩具儿童互动玩具益智1-3岁小汽车 等多件	,2026-03-18 11:51:04	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.03	,14.61	,支付宝	,交易分账	,基础软件服务费(4502120652016012739)扣款	
1570862907990917520	,20260318102551010517520019908100	,26031870116973210970	,	,2026-03-18 13:32:20	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,14.01	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502164032016023214	
1570862745121017520	,20260318102551010517520019778135	,26031870165674710085	,	,2026-03-18 13:32:22	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,13.41	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701755914016052789	
1570862774860817520	,20260318102551010517520019995057	,26031870393900110869	,	,2026-03-18 13:33:08	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,12.81	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502180594010010131	
1570733187170008961	,2026012723001108961459448271	,T200P5036750534745072519	,儿童冰淇淋叠叠乐 益智科教玩具 0-3岁宝宝早教科教叠叠高玩具	,2026-03-18 13:38:13	,* PEI YI(65-917***58)	,31.50	,0.00	,44.31	,支付宝	,交易付款	,儿童冰淇淋叠叠乐 益智科教玩具 03岁宝宝早教科教叠叠高玩具	
1570733219727108960	,2026012723001108961459448271	,T200P5036750534745072519	,儿童冰淇淋叠叠乐 益智科教玩具 0-3岁宝宝早教科教叠叠高玩具	,2026-03-18 13:38:16	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.19	,44.12	,支付宝	,交易分账	,基础软件服务费(5036750534745072519)扣款	
1570733180212008960	,2026012723001108961459448271	,T200P5036750534745072519	,儿童冰淇淋叠叠乐 益智科教玩具 0-3岁宝宝早教科教叠叠高玩具	,2026-03-18 13:38:17	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-3.15	,40.97	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5036750534745072519)端内扣款	
1570733182136708960	,2026012723001108961459448271	,T200P5036750534745072519	,儿童冰淇淋叠叠乐 益智科教玩具 0-3岁宝宝早教科教叠叠高玩具	,2026-03-18 13:38:18	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-1.58	,39.39	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5036750534745072519)扣款	
1570733698894441911	,2026030823001141911439168665	,T200P3282734821393211998	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	,2026-03-18 15:58:32	,**盈(804***@qq.com)	,48.03	,0.00	,87.42	,支付宝	,交易付款	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	
1570733683220741910	,2026030823001141911439168665	,T200P3282734821393211998	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	,2026-03-18 15:58:51	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.29	,87.13	,支付宝	,交易分账	,基础软件服务费(3282734821393211998)扣款	
1570863007411717520	,20260318102551010617520020295342	,26031870080700810274	,	,2026-03-18 16:09:35	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,86.53	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502174364031002815	
1570862838871817520	,20260318102551010617520020505127	,26031870220905110394	,	,2026-03-18 16:18:18	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,85.93	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502162736033004608	
1570766582112098151	,2026031522001198151404290004	,T200P2701732225020007694	,仿真恐龙模型霸王龙3D立体动物积木拼装儿童益智动脑拆装玩具	,2026-03-18 17:25:24	,*婷(sti***@163.com)	,12.90	,0.00	,98.83	,支付宝	,交易付款	,仿真恐龙模型霸王龙3D立体动物积木拼装儿童益智动脑拆装玩具	
1570766529857398150	,2026031522001198151404290004	,T200P2701732225020007694	,仿真恐龙模型霸王龙3D立体动物积木拼装儿童益智动脑拆装玩具	,2026-03-18 17:25:49	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.08	,98.75	,支付宝	,交易分账	,基础软件服务费(2701732225020007694)扣款	
1570793293943547191	,2026030723001147191405607348	,T200P3282541176220354399	,儿童过家家轨道消防工程军事警车 合金跑车停车场儿童DIY玩具	,2026-03-18 18:04:53	,**波(136******11)	,13.80	,0.00	,112.55	,支付宝	,交易付款	,儿童过家家轨道消防工程军事警车 合金跑车停车场儿童DIY玩具	
1570793226306347190	,2026030723001147191405607348	,T200P3282541176220354399	,儿童过家家轨道消防工程军事警车 合金跑车停车场儿童DIY玩具	,2026-03-18 18:05:11	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.08	,112.47	,支付宝	,交易分账	,基础软件服务费(3282541176220354399)扣款	
1570794116728291411	,2020062310002001520253220215|20260319959507725202	,F-capital-general-C-CG62603199085195378	,	,2026-03-19 00:41:04	,**林(136******21)	,3.00	,0.00	,115.47	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570866714016802520	,2026031900073032521700XOF2OP	,vouchercore|2026031900073032521700XOF2OP	,	,2026-03-19 00:41:05	,2088************0156	,0.00	,-3.00	,112.47	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M190424505787594	
1570863262227317520	,2020062310002001520253220215	,C-jibu-F-273a6acdb69ca89e5fa09c2d92141522	,	,2026-03-19 00:41:05	,**林(136******21)	,0.00	,-3.00	,109.47	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570745406485295851	,2026022622001195851450916943	,T200P3262823367943514275	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	,2026-03-19 09:33:26	,8*(852-705***49)	,10.80	,0.00	,120.27	,支付宝	,交易付款	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	
1570745390577895850	,2026022622001195851450916943	,T200P3262823367943514275	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	,2026-03-19 09:37:15	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.06	,120.21	,支付宝	,交易分账	,基础软件服务费(3262823367943514275)扣款	
1570745348902095850	,2026022622001195851450916943	,T200P3262823367943514275	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	,2026-03-19 09:37:16	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.08	,119.13	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3262823367943514275)端内扣款	
1570745340112995850	,2026022622001195851450916943	,T200P3262823367943514275	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	,2026-03-19 09:37:18	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.54	,118.59	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3262823367943514275)扣款	
1570725039821679901	,2026012722001179901413673149	,T200P3211188999997673060	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 10:56:49	,A*(AN****OUS)	,25.81	,0.00	,144.40	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570725089293079900	,2026012722001179901413673149	,T200P3211188999997673060	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 10:57:16	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.15	,144.25	,支付宝	,交易分账	,基础软件服务费(3211188999997673060)扣款	
1570725092240079900	,2026012722001179901413673149	,T200P3211188999997673060	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 10:57:18	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-2.58	,141.67	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3211188999997673060)端内扣款	
1570725025671179900	,2026012722001179901413673149	,T200P3211188999997673060	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 10:57:19	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-1.29	,140.38	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3211188999997673060)扣款	
1570862985490917520	,20260319102551010417520023388655	,26031970164469910660	,	,2026-03-19 11:17:56	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,139.78	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701735356020059850	
1570863129899217520	,20260319019130101000520038058214	,20260319009130501000520093043536	,	,2026-03-19 11:44:54	,****y	,0.00	,-139.78	,0.00	,支付宝	,转账	,余额自动转入	
1570734877736465751	,2026030922001165751444243501	,T200P3284733471422007570	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 13:43:12	,*琦(137******06)	,36.86	,0.00	,36.86	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570734898922565750	,2026030922001165751444243501	,T200P3284733471422007570	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 13:45:13	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.22	,36.64	,支付宝	,交易分账	,基础软件服务费(3284733471422007570)扣款	
1570828716908992321	,2026030822001192321449924014	,T200P4502109279060029101	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	,2026-03-19 13:51:28	,**文(371***@qq.com)	,29.80	,0.00	,66.44	,支付宝	,交易付款	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	
1570828932988492320	,2026030822001192321449924014	,T200P4502109279060029101	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	,2026-03-19 13:55:36	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.18	,66.26	,支付宝	,交易分账	,基础软件服务费(4502109279060029101)扣款	
1570793896694469411	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 13:58:52	,**祺(yip***@yahoo.com.hk)	,72.00	,0.00	,138.26	,支付宝	,交易付款	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具	
1570793975883869410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:01:43	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,138.15	,支付宝	,交易分账	,基础软件服务费(5085047629117645015)扣款	
1570793945318869410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:01:44	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.80	,136.35	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5085047629118645015)端内扣款	
1570793850760569410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:01:45	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.90	,135.45	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5085047629117645015)扣款	
1570794120484769410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:02:51	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,135.34	,支付宝	,交易分账	,基础软件服务费(5085047629117645015)扣款	
1570793981428969410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:02:52	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.80	,133.54	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5085047629121645015)端内扣款	
1570793950996469410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:02:53	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.90	,132.64	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5085047629117645015)扣款	
1570793967194769410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:04:04	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,132.53	,支付宝	,交易分账	,基础软件服务费(5085047629117645015)扣款	
1570793892354369410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:05:19	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,132.42	,支付宝	,交易分账	,基础软件服务费(5085047629117645015)扣款	
1570793858102969410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:05:20	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.80	,130.62	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5085047629120645015)端内扣款	
1570793956841769410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:05:21	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.90	,129.72	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5085047629117645015)扣款	
1570793901399569410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:06:21	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.80	,127.92	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5085047629119645015)端内扣款	
1570793894074769410	,2026022622001169411415306647	,T200P5085047629117645015	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-19 14:06:22	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.90	,127.02	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5085047629117645015)扣款	
1570836440891194491	,2020062310002001520253220215|20260319949998535202	,F-capital-general-C-CG62603199088337772	,	,2026-03-19 14:37:29	,**林(136******21)	,5.00	,0.00	,132.02	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570863152760517520	,2020062310002001520253220215	,C-jibu-F-2498d8f719be2a46c048ed3efa49c6fa	,	,2026-03-19 14:37:30	,**林(136******21)	,0.00	,-5.00	,127.02	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570863238482348520	,2026031900073032521700XPAN8I	,vouchercore|2026031900073032521700XPAN8I	,	,2026-03-19 14:37:30	,2088************0156	,0.00	,-5.00	,122.02	,支付宝	,其它	,商家权益红包-预算追加-淘宝虚假发货赔付红包-赔付红包-2026020400073001521700JUWMKX-P3M190447784897594	
1570767860251076111	,2026030922001176111404826497	,T200P3285393747047780699	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 等多件	,2026-03-19 15:43:44	,**敏(ebu***@qq.com)	,223.42	,0.00	,345.44	,支付宝	,交易付款	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 	
1570768038008976110	,2026030922001176111404826497	,T200P3285393747047780699	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 等多件	,2026-03-19 15:43:51	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.22	,345.22	,支付宝	,交易分账	,基础软件服务费(3285393747047780699)扣款	
1570767876182176110	,2026030922001176111404826497	,T200P3285393747047780699	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 等多件	,2026-03-19 15:44:22	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.18	,345.04	,支付宝	,交易分账	,基础软件服务费(3285393747047780699)扣款	
1570863129919817520	,20260319102551010617520024349408	,26031970562445510220	,	,2026-03-19 15:45:16	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,344.44	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701749036029240976	
1570767813419176110	,2026030922001176111404826497	,T200P3285393747047780699	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 等多件	,2026-03-19 15:45:25	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.22	,344.22	,支付宝	,交易分账	,基础软件服务费(3285393747047780699)扣款	
1570767818297176110	,2026030922001176111404826497	,T200P3285393747047780699	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 等多件	,2026-03-19 15:45:46	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.18	,344.04	,支付宝	,交易分账	,基础软件服务费(3285393747047780699)扣款	
1570768064626876110	,2026030922001176111404826497	,T200P3285393747047780699	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 等多件	,2026-03-19 15:46:16	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.18	,343.86	,支付宝	,交易分账	,基础软件服务费(3285393747047780699)扣款	
1570767890053976110	,2026030922001176111404826497	,T200P3285393747047780699	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 等多件	,2026-03-19 15:46:29	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.18	,343.68	,支付宝	,交易分账	,基础软件服务费(3285393747047780699)扣款	
1570767855392176110	,2026030922001176111404826497	,T200P3285393747047780699	,儿童益智桌面游戏垫对战足球冰壶休闲运动竞技亲子互动玩具 等多件	,2026-03-19 15:46:37	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.18	,343.50	,支付宝	,交易分账	,基础软件服务费(3285393747047780699)扣款	
1570863165317417520	,20260319102551010617520024475420	,26031970330702210568	,	,2026-03-19 16:45:46	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,342.90	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502171917097311301	
1570863358758517520	,20260319102551010617520024490371	,26031970169609010596	,	,2026-03-19 16:46:39	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,342.30	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701749974064300878	
1570731051516830921	,2020062310002001520253220215|20260319985368575202	,F-capital-general-C-CG62603199089329783	,	,2026-03-19 16:54:22	,**林(136******21)	,3.00	,0.00	,345.30	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570863132540217520	,2020062310002001520253220215	,C-jibu-F-f6e37d84544dfcd8f2d7f7301578b035	,	,2026-03-19 16:54:22	,**林(136******21)	,0.00	,-3.00	,342.30	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570863372907514520	,2026031900073032521700XP2UAB	,vouchercore|2026031900073032521700XP2UAB	,	,2026-03-19 16:54:23	,2088************0156	,0.00	,-3.00	,339.30	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M190457069257594	
1570863153325217520	,20260319102551010717520024018683	,26031970094848710018	,	,2026-03-19 17:11:24	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,338.70	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701762501032020875	
1570731228666030921	,2020062310002001520253220215|20260319976871875202	,F-capital-general-C-CG62603199107353691	,	,2026-03-19 17:29:16	,**林(136******21)	,3.00	,0.00	,341.70	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570863180889717520	,2020062310002001520253220215	,C-jibu-F-cbd78d2a6495ac8cd195ebbd5a4709d0	,	,2026-03-19 17:29:17	,**林(136******21)	,0.00	,-3.00	,338.70	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570861072726534520	,2026031900073032521700XP0Q4K	,vouchercore|2026031900073032521700XP0Q4K	,	,2026-03-19 17:29:18	,2088************0156	,0.00	,-3.00	,335.70	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M190460348247594	
1570863270969417520	,20260319102551010717520024947304	,26031970199033310427	,	,2026-03-19 17:32:49	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,335.10	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502175841071049939	
1570747064815426721	,2026022623001126721425378605	,T200P3263100495135736797	,电动穿梭冰球悬浮亲子互动对战竞技室内外体育休闲桌游玩具	,2026-03-19 20:11:22	,**欣(886-911****99)	,27.12	,0.00	,362.22	,支付宝	,交易付款	,电动穿梭冰球悬浮亲子互动对战竞技室内外体育休闲桌游玩具	
1570747046733026720	,2026022623001126721425378605	,T200P3263100495135736797	,电动穿梭冰球悬浮亲子互动对战竞技室内外体育休闲桌游玩具	,2026-03-19 20:11:43	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.16	,362.06	,支付宝	,交易分账	,基础软件服务费(3263100495135736797)扣款	
1570747393162426720	,2026022623001126721425378605	,T200P3263100495135736797	,电动穿梭冰球悬浮亲子互动对战竞技室内外体育休闲桌游玩具	,2026-03-19 20:11:44	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-2.71	,359.35	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3263100495135736797)端内扣款	
1570747471924826720	,2026022623001126721425378605	,T200P3263100495135736797	,电动穿梭冰球悬浮亲子互动对战竞技室内外体育休闲桌游玩具	,2026-03-19 20:11:44	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-1.36	,357.99	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3263100495135736797)扣款	
1570727129809876901	,2026031722001176901431388081	,T200P4502180594010010131	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 21:12:16	,**玲(120***@qq.com)	,21.14	,0.00	,379.13	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570727106347676900	,2026031722001176901431388081	,T200P4502180594010010131	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 21:12:29	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.13	,379.00	,支付宝	,交易分账	,基础软件服务费(4502180594010010131)扣款	
1570767005931167201	,2026031322001167201402431062	,T200P2701710950068069572	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 22:16:39	,**强(149***@qq.com)	,41.14	,0.00	,420.14	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570766994817667200	,2026031322001167201402431062	,T200P2701710950068069572	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-19 22:16:43	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.25	,419.89	,支付宝	,交易分账	,基础软件服务费(2701710950068069572)扣款	
